"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"pull sinistro","14 Mar 2026, 18:15","14 Mar 2026, 19:13","murilao dormir // gym day num ?/? without lore lore lore","Single Arm Lat Pulldown",,"primeira vez fazendo\naprovadissimo ✅",5,"normal",35,12,,,
"pull sinistro","14 Mar 2026, 18:15","14 Mar 2026, 19:13","murilao dormir // gym day num ?/? without lore lore lore","Single Arm Lat Pulldown",,"primeira vez fazendo\naprovadissimo ✅",6,"normal",35,12,,,
"pull sinistro","14 Mar 2026, 18:15","14 Mar 2026, 19:13","murilao dormir // gym day num ?/? without lore lore lore","Single Arm Lat Pulldown",,"primeira vez fazendo\naprovadissimo ✅",7,"normal",35,12,,,
"pull sinistro","14 Mar 2026, 18:15","14 Mar 2026, 19:13","murilao dormir // gym day num ?/? without lore lore lore","Pull Up",,"achei q iam mais kkkkk\nclosed grip",0,"normal",,3,,,
"pull sinistro","14 Mar 2026, 18:15","14 Mar 2026, 19:13","murilao dormir // gym day num ?/? without lore lore lore","Pull Up",,"achei q iam mais kkkkk\nclosed grip",1,"normal",,4,,,
"pull sinistro","14 Mar 2026, 18:15","14 Mar 2026, 19:13","murilao dormir // gym day num ?/? without lore lore lore","Pull Up",,"achei q iam mais kkkkk\nclosed grip",2,"normal",,3,,,
"pull sinistro","14 Mar 2026, 18:15","14 Mar 2026, 19:13","murilao dormir // gym day num ?/? without lore lore lore","Pull Up",,"achei q iam mais kkkkk\nclosed grip",3,"normal",,3,,,
"pull sinistro","14 Mar 2026, 18:15","14 Mar 2026, 19:13","murilao dormir // gym day num ?/? without lore lore lore","Seated Cable Row - Bar Wide Grip",,"usando a segunda maior barra daquela barra boa",0,"normal",17.5,15,,,
"pull sinistro","14 Mar 2026, 18:15","14 Mar 2026, 19:13","murilao dormir // gym day num ?/? without lore lore lore","Seated Cable Row - Bar Wide Grip",,"usando a segunda maior barra daquela barra boa",1,"normal",27.5,12,,,
"pull sinistro","14 Mar 2026, 18:15","14 Mar 2026, 19:13","murilao dormir // gym day num ?/? without lore lore lore","Seated Cable Row - Bar Wide Grip",,"usando a segunda maior barra daquela barra boa",2,"normal",37.5,12,,,
"pull sinistro","14 Mar 2026, 18:15","14 Mar 2026, 19:13","murilao dormir // gym day num ?/? without lore lore lore","Bicep Curl (Dumbbell)",,"",0,"normal",16,12,,,
"pull sinistro","14 Mar 2026, 18:15","14 Mar 2026, 19:13","murilao dormir // gym day num ?/? without lore lore lore","Bicep Curl (Dumbbell)",,"",1,"normal",18,12,,,
"pull sinistro","14 Mar 2026, 18:15","14 Mar 2026, 19:13","murilao dormir // gym day num ?/? without lore lore lore","Bicep Curl (Dumbbell)",,"",2,"normal",18,12,,,
"pull sinistro","14 Mar 2026, 18:15","14 Mar 2026, 19:13","murilao dormir // gym day num ?/? without lore lore lore","Bicep Curl (Dumbbell)",,"",3,"normal",18,12,,,
"pull sinistro","14 Mar 2026, 18:15","14 Mar 2026, 19:13","murilao dormir // gym day num ?/? without lore lore lore","Bicep Curl (Cable)",,"",0,"normal",30,12,,,
"pull sinistro","14 Mar 2026, 18:15","14 Mar 2026, 19:13","murilao dormir // gym day num ?/? without lore lore lore","Bicep Curl (Cable)",,"",1,"normal",30,12,,,
"pull sinistro","14 Mar 2026, 18:15","14 Mar 2026, 19:13","murilao dormir // gym day num ?/? without lore lore lore","Bicep Curl (Cable)",,"",2,"normal",30,12,,,
"pull sinistro","14 Mar 2026, 18:15","14 Mar 2026, 19:13","murilao dormir // gym day num ?/? without lore lore lore","Back Extension (Weighted Hyperextension)",,"",0,"normal",5,12,,,
"pull sinistro","14 Mar 2026, 18:15","14 Mar 2026, 19:13","murilao dormir // gym day num ?/? without lore lore lore","Back Extension (Weighted Hyperextension)",,"",1,"normal",5,12,,,
"pull sinistro","14 Mar 2026, 18:15","14 Mar 2026, 19:13","murilao dormir // gym day num ?/? without lore lore lore","Back Extension (Weighted Hyperextension)",,"",2,"normal",5,12,,,
"pernocas com o murilocas","11 Mar 2026, 16:51","11 Mar 2026, 17:36","","Leg Extension (Machine)",,"PRRRRR",0,"warmup",30,15,,,
"pernocas com o murilocas","11 Mar 2026, 16:51","11 Mar 2026, 17:36","","Leg Extension (Machine)",,"PRRRRR",1,"normal",60,12,,,
"pernocas com o murilocas","11 Mar 2026, 16:51","11 Mar 2026, 17:36","","Leg Extension (Machine)",,"PRRRRR",2,"normal",80,12,,,
"pernocas com o murilocas","11 Mar 2026, 16:51","11 Mar 2026, 17:36","","Leg Extension (Machine)",,"PRRRRR",3,"normal",80,12,,,
"pernocas com o murilocas","11 Mar 2026, 16:51","11 Mar 2026, 17:36","","Seated Leg Curl (Machine)",,"",0,"warmup",50,15,,,
"pernocas com o murilocas","11 Mar 2026, 16:51","11 Mar 2026, 17:36","","Seated Leg Curl (Machine)",,"",1,"normal",70,12,,,
"pernocas com o murilocas","11 Mar 2026, 16:51","11 Mar 2026, 17:36","","Seated Leg Curl (Machine)",,"",2,"normal",70,12,,,
"pernocas com o murilocas","11 Mar 2026, 16:51","11 Mar 2026, 17:36","","Hip Adduction (Machine)",,"",0,"normal",20,12,,,
"pernocas com o murilocas","11 Mar 2026, 16:51","11 Mar 2026, 17:36","","Hip Adduction (Machine)",,"",1,"normal",20,12,,,
"pernocas com o murilocas","11 Mar 2026, 16:51","11 Mar 2026, 17:36","","Leg Press Horizontal (Machine)",,"the most humbling machine oat\n\njoelho doendo dos de tentar levantar 80kg kkkk",0,"normal",20,15,,,
"pernocas com o murilocas","11 Mar 2026, 16:51","11 Mar 2026, 17:36","","Leg Press Horizontal (Machine)",,"the most humbling machine oat\n\njoelho doendo dos de tentar levantar 80kg kkkk",1,"normal",30,12,,,
"pernocas com o murilocas","11 Mar 2026, 16:51","11 Mar 2026, 17:36","","Leg Press Horizontal (Machine)",,"the most humbling machine oat\n\njoelho doendo dos de tentar levantar 80kg kkkk",2,"normal",25,12,,,
"Push com Murilao","9 Mar 2026, 16:43","9 Mar 2026, 17:43","tive que dar um cagote mid workout","Cable Fly Crossovers",,"",0,"warmup",20,15,,,
"Push com Murilao","9 Mar 2026, 16:43","9 Mar 2026, 17:43","tive que dar um cagote mid workout","Cable Fly Crossovers",,"",1,"normal",40,12,,,
"Push com Murilao","9 Mar 2026, 16:43","9 Mar 2026, 17:43","tive que dar um cagote mid workout","Cable Fly Crossovers",,"",2,"normal",40,12,,,
"Push com Murilao","9 Mar 2026, 16:43","9 Mar 2026, 17:43","tive que dar um cagote mid workout","Incline Bench Press (Dumbbell)",,"senti o cotovelo no ultimo set :/",0,"normal",28,12,,,
"Push com Murilao","9 Mar 2026, 16:43","9 Mar 2026, 17:43","tive que dar um cagote mid workout","Incline Bench Press (Dumbbell)",,"senti o cotovelo no ultimo set :/",1,"normal",28,12,,,
"Push com Murilao","9 Mar 2026, 16:43","9 Mar 2026, 17:43","tive que dar um cagote mid workout","Incline Bench Press (Dumbbell)",,"senti o cotovelo no ultimo set :/",2,"normal",28,5,,,
"Push com Murilao","9 Mar 2026, 16:43","9 Mar 2026, 17:43","tive que dar um cagote mid workout","Shoulder Press (Dumbbell)",,"",0,"normal",20,12,,,
"Push com Murilao","9 Mar 2026, 16:43","9 Mar 2026, 17:43","tive que dar um cagote mid workout","Shoulder Press (Dumbbell)",,"",1,"normal",20,12,,,
"Push com Murilao","9 Mar 2026, 16:43","9 Mar 2026, 17:43","tive que dar um cagote mid workout","Shoulder Press (Dumbbell)",,"",2,"normal",20,12,,,
"Push com Murilao","9 Mar 2026, 16:43","9 Mar 2026, 17:43","tive que dar um cagote mid workout","Single Arm Lateral Raise (Cable)",,"",0,"normal",10,10,,,
"Push com Murilao","9 Mar 2026, 16:43","9 Mar 2026, 17:43","tive que dar um cagote mid workout","Single Arm Lateral Raise (Cable)",,"",1,"normal",10,10,,,
"Push com Murilao","9 Mar 2026, 16:43","9 Mar 2026, 17:43","tive que dar um cagote mid workout","Single Arm Lateral Raise (Cable)",,"",2,"normal",10,10,,,
"Push com Murilao","9 Mar 2026, 16:43","9 Mar 2026, 17:43","tive que dar um cagote mid workout","Single Arm Lateral Raise (Cable)",,"",3,"normal",10,10,,,
"Push com Murilao","9 Mar 2026, 16:43","9 Mar 2026, 17:43","tive que dar um cagote mid workout","Single Arm Lateral Raise (Cable)",,"",4,"normal",10,10,,,
"Push com Murilao","9 Mar 2026, 16:43","9 Mar 2026, 17:43","tive que dar um cagote mid workout","Single Arm Lateral Raise (Cable)",,"",5,"normal",10,10,,,
"Push com Murilao","9 Mar 2026, 16:43","9 Mar 2026, 17:43","tive que dar um cagote mid workout","Triceps Rope Pushdown",,"",0,"normal",20,15,,,
"Push com Murilao","9 Mar 2026, 16:43","9 Mar 2026, 17:43","tive que dar um cagote mid workout","Triceps Rope Pushdown",,"",1,"normal",30,12,,,
"Push com Murilao","9 Mar 2026, 16:43","9 Mar 2026, 17:43","tive que dar um cagote mid workout","Triceps Rope Pushdown",,"",2,"normal",30,8,,,
"pull lero lore lore","7 Mar 2026, 17:50","7 Mar 2026, 18:50","the whole world wants to know, where’s lorena? workout num 3/? with no lore","Bent Over Row (Barbell)",,"dava pra fazer mas umas hein, tvlz aumentar o peso na prox?",0,"warmup",20,20,,,
"pull lero lore lore","7 Mar 2026, 17:50","7 Mar 2026, 18:50","the whole world wants to know, where’s lorena? workout num 3/? with no lore","Bent Over Row (Barbell)",,"dava pra fazer mas umas hein, tvlz aumentar o peso na prox?",1,"normal",40,10,,,
"pull lero lore lore","7 Mar 2026, 17:50","7 Mar 2026, 18:50","the whole world wants to know, where’s lorena? workout num 3/? with no lore","Bent Over Row (Barbell)",,"dava pra fazer mas umas hein, tvlz aumentar o peso na prox?",2,"normal",50,10,,,
"pull lero lore lore","7 Mar 2026, 17:50","7 Mar 2026, 18:50","the whole world wants to know, where’s lorena? workout num 3/? with no lore","Bent Over Row (Barbell)",,"dava pra fazer mas umas hein, tvlz aumentar o peso na prox?",3,"normal",50,10,,,
"pull lero lore lore","7 Mar 2026, 17:50","7 Mar 2026, 18:50","the whole world wants to know, where’s lorena? workout num 3/? with no lore","Lat Pulldown (Cable)",,"",0,"normal",45,8,,,
"pull lero lore lore","7 Mar 2026, 17:50","7 Mar 2026, 18:50","the whole world wants to know, where’s lorena? workout num 3/? with no lore","Lat Pulldown (Cable)",,"",1,"normal",35,10,,,
"pull lero lore lore","7 Mar 2026, 17:50","7 Mar 2026, 18:50","the whole world wants to know, where’s lorena? workout num 3/? with no lore","Lat Pulldown (Cable)",,"",2,"normal",35,10,,,
"pull lero lore lore","7 Mar 2026, 17:50","7 Mar 2026, 18:50","the whole world wants to know, where’s lorena? workout num 3/? with no lore","Bicep Curl (Barbell)",,"",0,"normal",17.5,12,,,
"pull lero lore lore","7 Mar 2026, 17:50","7 Mar 2026, 18:50","the whole world wants to know, where’s lorena? workout num 3/? with no lore","Bicep Curl (Barbell)",,"",1,"normal",22.5,10,,,
"pull lero lore lore","7 Mar 2026, 17:50","7 Mar 2026, 18:50","the whole world wants to know, where’s lorena? workout num 3/? with no lore","Bicep Curl (Barbell)",,"",2,"normal",22.5,8,,,
"pull lero lore lore","7 Mar 2026, 17:50","7 Mar 2026, 18:50","the whole world wants to know, where’s lorena? workout num 3/? with no lore","Bicep Curl (Dumbbell)",,"",0,"normal",16,12,,,
"pull lero lore lore","7 Mar 2026, 17:50","7 Mar 2026, 18:50","the whole world wants to know, where’s lorena? workout num 3/? with no lore","Bicep Curl (Dumbbell)",,"",1,"normal",16,12,,,
"pull lero lore lore","7 Mar 2026, 17:50","7 Mar 2026, 18:50","the whole world wants to know, where’s lorena? workout num 3/? with no lore","Bicep Curl (Dumbbell)",,"",2,"normal",16,12,,,
"pernocas","4 Mar 2026, 17:13","4 Mar 2026, 17:58","lorena i miss you","Squat (Barbell)",,"",0,"warmup",20,12,,,
"pernocas","4 Mar 2026, 17:13","4 Mar 2026, 17:58","lorena i miss you","Squat (Barbell)",,"",1,"normal",40,8,,,
"pernocas","4 Mar 2026, 17:13","4 Mar 2026, 17:58","lorena i miss you","Squat (Barbell)",,"",2,"normal",40,8,,,
"pernocas","4 Mar 2026, 17:13","4 Mar 2026, 17:58","lorena i miss you","Squat (Barbell)",,"",3,"normal",40,8,,,
"pernocas","4 Mar 2026, 17:13","4 Mar 2026, 17:58","lorena i miss you","Leg Extension (Machine)",,"",0,"normal",50,8,,,
"pernocas","4 Mar 2026, 17:13","4 Mar 2026, 17:58","lorena i miss you","Leg Extension (Machine)",,"",1,"normal",30,12,,,
"pernocas","4 Mar 2026, 17:13","4 Mar 2026, 17:58","lorena i miss you","Leg Extension (Machine)",,"",2,"normal",30,12,,,
"pernocas","4 Mar 2026, 17:13","4 Mar 2026, 17:58","lorena i miss you","Leg Extension (Machine)",,"",3,"normal",30,12,,,
"pernocas","4 Mar 2026, 17:13","4 Mar 2026, 17:58","lorena i miss you","Hip Abduction (Machine)",,"tava esperando a leg extension mas alugaram a máquina",0,"normal",15,15,,,
"pernocas","4 Mar 2026, 17:13","4 Mar 2026, 17:58","lorena i miss you","Hip Abduction (Machine)",,"tava esperando a leg extension mas alugaram a máquina",1,"normal",15,15,,,
"pernocas","4 Mar 2026, 17:13","4 Mar 2026, 17:58","lorena i miss you","Romanian Deadlift (Dumbbell)",,"8 em cada",0,"normal",16,8,,,
"pernocas","4 Mar 2026, 17:13","4 Mar 2026, 17:58","lorena i miss you","Romanian Deadlift (Dumbbell)",,"8 em cada",1,"normal",16,8,,,
"pernocas","4 Mar 2026, 17:13","4 Mar 2026, 17:58","lorena i miss you","Romanian Deadlift (Dumbbell)",,"8 em cada",2,"normal",16,10,,,
"Começando um PPL","12 Feb 2026, 15:28","12 Feb 2026, 16:58","demorei mais pq tava aprendendo onde tava tudo // treino meio meh","Butterfly (Pec Deck)",,"",0,"normal",40,12,,,
"Começando um PPL","12 Feb 2026, 15:28","12 Feb 2026, 16:58","demorei mais pq tava aprendendo onde tava tudo // treino meio meh","Butterfly (Pec Deck)",,"",1,"normal",40,12,,,
"Começando um PPL","12 Feb 2026, 15:28","12 Feb 2026, 16:58","demorei mais pq tava aprendendo onde tava tudo // treino meio meh","Butterfly (Pec Deck)",,"",2,"normal",40,8,,,
"Começando um PPL","12 Feb 2026, 15:28","12 Feb 2026, 16:58","demorei mais pq tava aprendendo onde tava tudo // treino meio meh","Butterfly (Pec Deck)",,"",3,"normal",35,10,,,
"Começando um PPL","12 Feb 2026, 15:28","12 Feb 2026, 16:58","demorei mais pq tava aprendendo onde tava tudo // treino meio meh","Incline Bench Press (Dumbbell)",,"",0,"normal",28,12,,,
"Começando um PPL","12 Feb 2026, 15:28","12 Feb 2026, 16:58","demorei mais pq tava aprendendo onde tava tudo // treino meio meh","Incline Bench Press (Dumbbell)",,"",1,"normal",28,12,,,
"Começando um PPL","12 Feb 2026, 15:28","12 Feb 2026, 16:58","demorei mais pq tava aprendendo onde tava tudo // treino meio meh","Incline Bench Press (Dumbbell)",,"",2,"normal",28,12,,,
"Começando um PPL","12 Feb 2026, 15:28","12 Feb 2026, 16:58","demorei mais pq tava aprendendo onde tava tudo // treino meio meh","Shoulder Press (Dumbbell)",,"",0,"normal",24,12,,,
"Começando um PPL","12 Feb 2026, 15:28","12 Feb 2026, 16:58","demorei mais pq tava aprendendo onde tava tudo // treino meio meh","Shoulder Press (Dumbbell)",,"",1,"normal",24,8,,,
"Começando um PPL","12 Feb 2026, 15:28","12 Feb 2026, 16:58","demorei mais pq tava aprendendo onde tava tudo // treino meio meh","Shoulder Press (Dumbbell)",,"",2,"normal",24,10,,,
"Começando um PPL","12 Feb 2026, 15:28","12 Feb 2026, 16:58","demorei mais pq tava aprendendo onde tava tudo // treino meio meh","Single Arm Lateral Raise (Cable)",,"",0,"normal",10,10,,,
"Começando um PPL","12 Feb 2026, 15:28","12 Feb 2026, 16:58","demorei mais pq tava aprendendo onde tava tudo // treino meio meh","Single Arm Lateral Raise (Cable)",,"",1,"normal",10,10,,,
"Começando um PPL","12 Feb 2026, 15:28","12 Feb 2026, 16:58","demorei mais pq tava aprendendo onde tava tudo // treino meio meh","Single Arm Lateral Raise (Cable)",,"",2,"normal",10,10,,,
"Começando um PPL","12 Feb 2026, 15:28","12 Feb 2026, 16:58","demorei mais pq tava aprendendo onde tava tudo // treino meio meh","Single Arm Lateral Raise (Cable)",,"",3,"normal",10,10,,,
"Começando um PPL","12 Feb 2026, 15:28","12 Feb 2026, 16:58","demorei mais pq tava aprendendo onde tava tudo // treino meio meh","Single Arm Lateral Raise (Cable)",,"",4,"normal",10,10,,,
"Começando um PPL","12 Feb 2026, 15:28","12 Feb 2026, 16:58","demorei mais pq tava aprendendo onde tava tudo // treino meio meh","Single Arm Lateral Raise (Cable)",,"",5,"normal",10,10,,,
"Começando um PPL","12 Feb 2026, 15:28","12 Feb 2026, 16:58","demorei mais pq tava aprendendo onde tava tudo // treino meio meh","Triceps Rope Pushdown",,"",0,"normal",20,15,,,
"Começando um PPL","12 Feb 2026, 15:28","12 Feb 2026, 16:58","demorei mais pq tava aprendendo onde tava tudo // treino meio meh","Triceps Rope Pushdown",,"",1,"normal",20,15,,,
"Começando um PPL","12 Feb 2026, 15:28","12 Feb 2026, 16:58","demorei mais pq tava aprendendo onde tava tudo // treino meio meh","Triceps Rope Pushdown",,"",2,"normal",20,15,,,
"lore 🦵🦵","17 Jan 2026, 00:25","17 Jan 2026, 02:02","i wasn’t expecting the flash","Leg Extension (Machine)",,"",0,"warmup",45.36,15,,,
"lore 🦵🦵","17 Jan 2026, 00:25","17 Jan 2026, 02:02","i wasn’t expecting the flash","Leg Extension (Machine)",,"",1,"normal",72.57,10,,,
"lore 🦵🦵","17 Jan 2026, 00:25","17 Jan 2026, 02:02","i wasn’t expecting the flash","Leg Extension (Machine)",,"",2,"normal",72.57,10,,,
"lore 🦵🦵","17 Jan 2026, 00:25","17 Jan 2026, 02:02","i wasn’t expecting the flash","Leg Extension (Machine)",,"",3,"normal",72.57,10,,,
"lore 🦵🦵","17 Jan 2026, 00:25","17 Jan 2026, 02:02","i wasn’t expecting the flash","Squat (Smith Machine)",,"",0,"normal",61.24,6,,,
"lore 🦵🦵","17 Jan 2026, 00:25","17 Jan 2026, 02:02","i wasn’t expecting the flash","Squat (Smith Machine)",,"",1,"normal",52.16,8,,,
"lore 🦵🦵","17 Jan 2026, 00:25","17 Jan 2026, 02:02","i wasn’t expecting the flash","Squat (Smith Machine)",,"",2,"normal",52.16,8,,,
"lore 🦵🦵","17 Jan 2026, 00:25","17 Jan 2026, 02:02","i wasn’t expecting the flash","Lying Leg Curl (Machine)",,"",0,"normal",29.48,10,,,
"lore 🦵🦵","17 Jan 2026, 00:25","17 Jan 2026, 02:02","i wasn’t expecting the flash","Lying Leg Curl (Machine)",,"",1,"normal",45.36,10,,,
"lore 🦵🦵","17 Jan 2026, 00:25","17 Jan 2026, 02:02","i wasn’t expecting the flash","Lying Leg Curl (Machine)",,"",2,"normal",45.36,8,,,
"lore 🦵🦵","17 Jan 2026, 00:25","17 Jan 2026, 02:02","i wasn’t expecting the flash","Calf Extension (Machine)",,"",0,"normal",45.36,15,,,
"lore 🦵🦵","17 Jan 2026, 00:25","17 Jan 2026, 02:02","i wasn’t expecting the flash","Calf Extension (Machine)",,"",1,"normal",45.36,12,,,
"loreupper","14 Jan 2026, 01:51","14 Jan 2026, 03:33","i felt like a creep taking this pic LMAO","Lat Pulldown (Cable)",,"",0,"warmup",31.75,15,,,
"loreupper","14 Jan 2026, 01:51","14 Jan 2026, 03:33","i felt like a creep taking this pic LMAO","Lat Pulldown (Cable)",,"",1,"normal",45.36,12,,,
"loreupper","14 Jan 2026, 01:51","14 Jan 2026, 03:33","i felt like a creep taking this pic LMAO","Lat Pulldown (Cable)",,"",2,"normal",45.36,12,,,
"loreupper","14 Jan 2026, 01:51","14 Jan 2026, 03:33","i felt like a creep taking this pic LMAO","Incline Bench Press (Dumbbell)",,"",0,"normal",36.29,10,,,
"loreupper","14 Jan 2026, 01:51","14 Jan 2026, 03:33","i felt like a creep taking this pic LMAO","Incline Bench Press (Dumbbell)",,"",1,"normal",36.29,10,,,
"loreupper","14 Jan 2026, 01:51","14 Jan 2026, 03:33","i felt like a creep taking this pic LMAO","Incline Bench Press (Dumbbell)",,"",2,"normal",36.29,10,,,
"loreupper","14 Jan 2026, 01:51","14 Jan 2026, 03:33","i felt like a creep taking this pic LMAO","Shoulder Press (Dumbbell)",,"",0,"normal",13.61,10,,,
"loreupper","14 Jan 2026, 01:51","14 Jan 2026, 03:33","i felt like a creep taking this pic LMAO","Shoulder Press (Dumbbell)",,"",1,"normal",13.61,10,,,
"loreupper","14 Jan 2026, 01:51","14 Jan 2026, 03:33","i felt like a creep taking this pic LMAO","Shoulder Press (Dumbbell)",,"",2,"normal",13.61,8,,,
"loreupper","14 Jan 2026, 01:51","14 Jan 2026, 03:33","i felt like a creep taking this pic LMAO","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",22.68,10,,,
"loreupper","14 Jan 2026, 01:51","14 Jan 2026, 03:33","i felt like a creep taking this pic LMAO","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",22.68,10,,,
"loreupper","14 Jan 2026, 01:51","14 Jan 2026, 03:33","i felt like a creep taking this pic LMAO","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",22.68,10,,,
"loreupper","14 Jan 2026, 01:51","14 Jan 2026, 03:33","i felt like a creep taking this pic LMAO","Bicep Curl (Dumbbell)",,"",0,"normal",18.14,12,,,
"loreupper","14 Jan 2026, 01:51","14 Jan 2026, 03:33","i felt like a creep taking this pic LMAO","Bicep Curl (Dumbbell)",,"",1,"normal",18.14,12,,,
"loreupper","14 Jan 2026, 01:51","14 Jan 2026, 03:33","i felt like a creep taking this pic LMAO","Bicep Curl (Dumbbell)",,"",2,"normal",18.14,12,,,
"lorelegs","19 Dec 2025, 23:06","20 Dec 2025, 00:06","","Leg Extension (Machine)",,"legal legal",0,"warmup",45.36,15,,,
"lorelegs","19 Dec 2025, 23:06","20 Dec 2025, 00:06","","Leg Extension (Machine)",,"legal legal",1,"normal",72.57,10,,,
"lorelegs","19 Dec 2025, 23:06","20 Dec 2025, 00:06","","Leg Extension (Machine)",,"legal legal",2,"normal",72.57,10,,,
"lorelegs","19 Dec 2025, 23:06","20 Dec 2025, 00:06","","Leg Extension (Machine)",,"legal legal",3,"normal",72.57,8,,,
"lorelegs","19 Dec 2025, 23:06","20 Dec 2025, 00:06","","Romanian Deadlift (Dumbbell)",,"morri nesse leg extension",0,"normal",15.88,8,,,
"lorelegs","19 Dec 2025, 23:06","20 Dec 2025, 00:06","","Romanian Deadlift (Dumbbell)",,"morri nesse leg extension",1,"normal",15.88,8,,,
"lorelegs","19 Dec 2025, 23:06","20 Dec 2025, 00:06","","Romanian Deadlift (Dumbbell)",,"morri nesse leg extension",2,"normal",15.88,8,,,
"lorelegs","19 Dec 2025, 23:06","20 Dec 2025, 00:06","","Hip Adduction (Machine)",,"",0,"warmup",20.41,15,,,
"lorelegs","19 Dec 2025, 23:06","20 Dec 2025, 00:06","","Hip Adduction (Machine)",,"",1,"normal",47.63,12,,,
"lorelegs","19 Dec 2025, 23:06","20 Dec 2025, 00:06","","Hip Adduction (Machine)",,"",2,"normal",47.63,12,,,
