"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"perma meio meh","26 Sep 2025, 02:03","26 Sep 2025, 02:58","faltou uma janta","Squat (Barbell)",,"focusing on going deeeeep on the squats",1,"normal",20.41,10,,,
"perma meio meh","26 Sep 2025, 02:03","26 Sep 2025, 02:58","faltou uma janta","Squat (Barbell)",,"focusing on going deeeeep on the squats",2,"normal",43.09,10,,,
"perma meio meh","26 Sep 2025, 02:03","26 Sep 2025, 02:58","faltou uma janta","Squat (Barbell)",,"focusing on going deeeeep on the squats",3,"normal",43.09,10,,,
"perma meio meh","26 Sep 2025, 02:03","26 Sep 2025, 02:58","faltou uma janta","Leg Extension (Machine)",,"passei mal dps desses squat pqp\npegar leve aq kkkk",0,"normal",54.43,10,,,
"perma meio meh","26 Sep 2025, 02:03","26 Sep 2025, 02:58","faltou uma janta","Leg Extension (Machine)",,"passei mal dps desses squat pqp\npegar leve aq kkkk",1,"normal",54.43,10,,,
"perma meio meh","26 Sep 2025, 02:03","26 Sep 2025, 02:58","faltou uma janta","Leg Extension (Machine)",,"passei mal dps desses squat pqp\npegar leve aq kkkk",2,"normal",54.43,10,,,
"perma meio meh","26 Sep 2025, 02:03","26 Sep 2025, 02:58","faltou uma janta","Romanian Deadlift (Dumbbell)",,"morrendo pqp",0,"normal",15.88,10,,,
"perma meio meh","26 Sep 2025, 02:03","26 Sep 2025, 02:58","faltou uma janta","Romanian Deadlift (Dumbbell)",,"morrendo pqp",1,"normal",15.88,10,,,
"perma meio meh","26 Sep 2025, 02:03","26 Sep 2025, 02:58","faltou uma janta","Romanian Deadlift (Dumbbell)",,"morrendo pqp",2,"normal",15.88,10,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Incline Bench Press (Smith Machine)",,"bao",0,"warmup",20.41,20,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Incline Bench Press (Smith Machine)",,"bao",1,"normal",52.16,12,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Incline Bench Press (Smith Machine)",,"bao",2,"normal",52.16,10,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Bench Press (Dumbbell)",,"meh",0,"normal",40.82,9,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Bench Press (Dumbbell)",,"meh",1,"normal",40.82,10,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Cable Fly Crossovers",,"",0,"normal",40.82,10,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Cable Fly Crossovers",,"",1,"normal",45.36,10,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Triceps Pushdown",,"both arms + i stink",0,"warmup",24.95,20,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Triceps Pushdown",,"both arms + i stink",1,"normal",40.82,10,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Triceps Pushdown",,"both arms + i stink",2,"normal",36.29,10,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Bicep Curl (Barbell)",,"de pe",0,"normal",18.14,12,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Bicep Curl (Barbell)",,"de pe",1,"normal",18.14,12,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Bicep Curl (Dumbbell)",,"alternado",0,"normal",22.68,8,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Bicep Curl (Dumbbell)",,"alternado",1,"normal",22.68,8,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Bicep Curl (Dumbbell)",,"alternado",2,"failure",22.68,12,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Preacher Curl (Machine)",,"",0,"warmup",18.14,12,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Preacher Curl (Machine)",,"",1,"normal",36.29,10,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Preacher Curl (Machine)",,"",2,"normal",36.29,10,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Preacher Curl (Machine)",,"",3,"normal",36.29,8,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Triceps Pushdown",,"single arm",0,"normal",13.61,10,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Triceps Pushdown",,"single arm",1,"normal",13.61,10,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Triceps Pushdown",,"single arm",2,"normal",9.07,15,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Seated Palms Up Wrist Curl",,"15 each arm\n\ngostei mais dos sets de 15",0,"normal",13.61,15,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Seated Palms Up Wrist Curl",,"15 each arm\n\ngostei mais dos sets de 15",1,"normal",13.61,15,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Seated Palms Up Wrist Curl",,"15 each arm\n\ngostei mais dos sets de 15",2,"normal",18.14,15,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Bicep Curl (Cable)",,"",0,"normal",22.68,10,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Bicep Curl (Cable)",,"",1,"normal",27.22,10,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Bicep Curl (Cable)",,"",2,"normal",31.75,10,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Iso-Lateral Row (Machine)",,"one arm only",0,"warmup",24.95,14,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Iso-Lateral Row (Machine)",,"one arm only",1,"normal",54.43,10,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Iso-Lateral Row (Machine)",,"one arm only",2,"normal",54.43,10,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Iso-Lateral Row (Machine)",,"one arm only",3,"normal",54.43,10,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Lat Pulldown (Cable)",,"",0,"warmup",38.56,12,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Lat Pulldown (Cable)",,"",1,"normal",45.36,10,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Lat Pulldown (Cable)",,"",2,"normal",45.36,10,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Lat Pulldown (Cable)",,"",3,"normal",45.36,10,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Incline Bench Press (Dumbbell)",,"",0,"normal",31.75,10,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Incline Bench Press (Dumbbell)",,"",1,"normal",40.82,8,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Incline Bench Press (Dumbbell)",,"",2,"normal",36.29,8,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Shoulder Press (Dumbbell)",,"",0,"warmup",13.61,12,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Shoulder Press (Dumbbell)",,"",1,"normal",18.14,8,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Shoulder Press (Dumbbell)",,"",2,"normal",15.88,8,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Shoulder Press (Dumbbell)",,"",3,"normal",15.88,5,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Bicep Curl (Dumbbell)",,"",0,"normal",27.22,10,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Bicep Curl (Dumbbell)",,"",1,"normal",22.68,12,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Bicep Curl (Dumbbell)",,"",2,"failure",22.68,15,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Triceps Pushdown",,"different cable",0,"normal",13.61,10,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Triceps Pushdown",,"different cable",1,"normal",13.61,10,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Triceps Pushdown",,"different cable",2,"failure",11.34,15,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Treadmill",,"no idea but it was 3MPH",0,"normal",,,,1800,
"pernocas","28 Aug 2025, 01:01","28 Aug 2025, 02:11","going deep on squats","Hip Thrust (Barbell)",,"",0,"normal",40.82,10,,,
"pernocas","28 Aug 2025, 01:01","28 Aug 2025, 02:11","going deep on squats","Hip Thrust (Barbell)",,"",1,"normal",81.65,10,,,
"pernocas","28 Aug 2025, 01:01","28 Aug 2025, 02:11","going deep on squats","Hip Thrust (Barbell)",,"",2,"normal",122.47,8,,,
"pernocas","28 Aug 2025, 01:01","28 Aug 2025, 02:11","going deep on squats","Squat (Barbell)",,"",0,"warmup",20.41,15,,,
"pernocas","28 Aug 2025, 01:01","28 Aug 2025, 02:11","going deep on squats","Squat (Barbell)",,"",1,"normal",43.09,10,,,
"pernocas","28 Aug 2025, 01:01","28 Aug 2025, 02:11","going deep on squats","Squat (Barbell)",,"",2,"normal",61.24,6,,,
"pernocas","28 Aug 2025, 01:01","28 Aug 2025, 02:11","going deep on squats","Squat (Barbell)",,"",3,"failure",43.09,10,,,
"pernocas","28 Aug 2025, 01:01","28 Aug 2025, 02:11","going deep on squats","Leg Press (Machine)",,"",0,"warmup",40.82,15,,,
"pernocas","28 Aug 2025, 01:01","28 Aug 2025, 02:11","going deep on squats","Leg Press (Machine)",,"",1,"normal",81.65,12,,,
"pernocas","28 Aug 2025, 01:01","28 Aug 2025, 02:11","going deep on squats","Leg Press (Machine)",,"",2,"normal",122.47,10,,,
"pernocas","28 Aug 2025, 01:01","28 Aug 2025, 02:11","going deep on squats","Leg Press (Machine)",,"",3,"normal",122.47,8,,,
"2 semanas sem treinar mas to de volta","20 Aug 2025, 02:23","20 Aug 2025, 03:43","i forgor the photo","Cable Fly Crossovers",,"feeling gud",0,"warmup",27.22,15,,,
"2 semanas sem treinar mas to de volta","20 Aug 2025, 02:23","20 Aug 2025, 03:43","i forgor the photo","Cable Fly Crossovers",,"feeling gud",1,"normal",31.75,15,,,
"2 semanas sem treinar mas to de volta","20 Aug 2025, 02:23","20 Aug 2025, 03:43","i forgor the photo","Cable Fly Crossovers",,"feeling gud",2,"normal",36.29,12,,,
"2 semanas sem treinar mas to de volta","20 Aug 2025, 02:23","20 Aug 2025, 03:43","i forgor the photo","Cable Fly Crossovers",,"feeling gud",3,"normal",40.82,10,,,
"2 semanas sem treinar mas to de volta","20 Aug 2025, 02:23","20 Aug 2025, 03:43","i forgor the photo","Seated Shoulder Press (Machine)",,"infelizmente ainda sinto dor nos cotovelos nesse",0,"normal",22.68,15,,,
"2 semanas sem treinar mas to de volta","20 Aug 2025, 02:23","20 Aug 2025, 03:43","i forgor the photo","Seated Shoulder Press (Machine)",,"infelizmente ainda sinto dor nos cotovelos nesse",1,"normal",36.29,12,,,
"2 semanas sem treinar mas to de volta","20 Aug 2025, 02:23","20 Aug 2025, 03:43","i forgor the photo","Seated Shoulder Press (Machine)",,"infelizmente ainda sinto dor nos cotovelos nesse",2,"normal",36.29,8,,,
"2 semanas sem treinar mas to de volta","20 Aug 2025, 02:23","20 Aug 2025, 03:43","i forgor the photo","Lateral Raise (Dumbbell)",,"meti o loko no primeiro kkkk",0,"normal",18.14,8,,,
"2 semanas sem treinar mas to de volta","20 Aug 2025, 02:23","20 Aug 2025, 03:43","i forgor the photo","Lateral Raise (Dumbbell)",,"meti o loko no primeiro kkkk",1,"normal",13.61,12,,,
"2 semanas sem treinar mas to de volta","20 Aug 2025, 02:23","20 Aug 2025, 03:43","i forgor the photo","Lateral Raise (Dumbbell)",,"meti o loko no primeiro kkkk",2,"normal",13.61,12,,,
"2 semanas sem treinar mas to de volta","20 Aug 2025, 02:23","20 Aug 2025, 03:43","i forgor the photo","Triceps Pushdown",,"",0,"warmup",18.14,20,,,
"2 semanas sem treinar mas to de volta","20 Aug 2025, 02:23","20 Aug 2025, 03:43","i forgor the photo","Triceps Pushdown",,"",1,"normal",45.36,15,,,
"2 semanas sem treinar mas to de volta","20 Aug 2025, 02:23","20 Aug 2025, 03:43","i forgor the photo","Triceps Pushdown",,"",2,"normal",45.36,10,,,
"2 semanas sem treinar mas to de volta","20 Aug 2025, 02:23","20 Aug 2025, 03:43","i forgor the photo","Triceps Pushdown",,"",3,"normal",36.29,15,,,
"pernocas 🦵","6 Aug 2025, 00:53","6 Aug 2025, 01:57","","Leg Press (Machine)",,"",0,"warmup",40.82,15,,,
"pernocas 🦵","6 Aug 2025, 00:53","6 Aug 2025, 01:57","","Leg Press (Machine)",,"",1,"normal",81.65,12,,,
"pernocas 🦵","6 Aug 2025, 00:53","6 Aug 2025, 01:57","","Leg Press (Machine)",,"",2,"normal",122.47,10,,,
"pernocas 🦵","6 Aug 2025, 00:53","6 Aug 2025, 01:57","","Leg Press (Machine)",,"",3,"normal",154.22,8,,,
"pernocas 🦵","6 Aug 2025, 00:53","6 Aug 2025, 01:57","","Leg Extension (Machine)",,"tava de boas, mas o ultimo fui ate morrer",0,"normal",54.43,15,,,
"pernocas 🦵","6 Aug 2025, 00:53","6 Aug 2025, 01:57","","Leg Extension (Machine)",,"tava de boas, mas o ultimo fui ate morrer",1,"normal",58.97,12,,,
"pernocas 🦵","6 Aug 2025, 00:53","6 Aug 2025, 01:57","","Leg Extension (Machine)",,"tava de boas, mas o ultimo fui ate morrer",2,"normal",63.5,10,,,
"pernocas 🦵","6 Aug 2025, 00:53","6 Aug 2025, 01:57","","Leg Extension (Machine)",,"tava de boas, mas o ultimo fui ate morrer",3,"failure",72.57,10,,,
"pernocas 🦵","6 Aug 2025, 00:53","6 Aug 2025, 01:57","","Lying Leg Curl (Machine)",,"já morri",0,"normal",36.29,12,,,
"pernocas 🦵","6 Aug 2025, 00:53","6 Aug 2025, 01:57","","Lying Leg Curl (Machine)",,"já morri",1,"normal",36.29,8,,,
"pernocas 🦵","6 Aug 2025, 00:53","6 Aug 2025, 01:57","","Hip Abduction (Machine)",,"",0,"normal",40.82,8,,,
"pernocas 🦵","6 Aug 2025, 00:53","6 Aug 2025, 01:57","","Hip Abduction (Machine)",,"",1,"normal",36.29,8,,,
"pernocas 🦵","6 Aug 2025, 00:53","6 Aug 2025, 01:57","","Hip Abduction (Machine)",,"",2,"normal",36.29,6,,,
"workout with the gym girls","31 Jul 2025, 22:21","31 Jul 2025, 23:53","@lorenamor is missing the picture 😭😭","Iso-Lateral Row (Machine)",,"",0,"normal",45.36,10,,,
"workout with the gym girls","31 Jul 2025, 22:21","31 Jul 2025, 23:53","@lorenamor is missing the picture 😭😭","Iso-Lateral Row (Machine)",,"",1,"normal",45.36,10,,,
"workout with the gym girls","31 Jul 2025, 22:21","31 Jul 2025, 23:53","@lorenamor is missing the picture 😭😭","Iso-Lateral Row (Machine)",,"",2,"normal",45.36,10,,,
"workout with the gym girls","31 Jul 2025, 22:21","31 Jul 2025, 23:53","@lorenamor is missing the picture 😭😭","Iso-Lateral Row (Machine)",,"",3,"normal",45.36,10,,,
"workout with the gym girls","31 Jul 2025, 22:21","31 Jul 2025, 23:53","@lorenamor is missing the picture 😭😭","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",40.82,12,,,
"workout with the gym girls","31 Jul 2025, 22:21","31 Jul 2025, 23:53","@lorenamor is missing the picture 😭😭","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",45.36,10,,,
"workout with the gym girls","31 Jul 2025, 22:21","31 Jul 2025, 23:53","@lorenamor is missing the picture 😭😭","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",40.82,10,,,
"workout with the gym girls","31 Jul 2025, 22:21","31 Jul 2025, 23:53","@lorenamor is missing the picture 😭😭","Lat Pulldown - Close Grip (Cable)",,"",3,"normal",38.56,12,,,
"workout with the gym girls","31 Jul 2025, 22:21","31 Jul 2025, 23:53","@lorenamor is missing the picture 😭😭","Bent Over Row (Barbell)",,"",0,"normal",43.09,8,,,
"workout with the gym girls","31 Jul 2025, 22:21","31 Jul 2025, 23:53","@lorenamor is missing the picture 😭😭","Bent Over Row (Barbell)",,"",1,"normal",43.09,10,,,
"workout with the gym girls","31 Jul 2025, 22:21","31 Jul 2025, 23:53","@lorenamor is missing the picture 😭😭","Bent Over Row (Barbell)",,"",2,"normal",43.09,10,,,
"workout with the gym girls","31 Jul 2025, 22:21","31 Jul 2025, 23:53","@lorenamor is missing the picture 😭😭","Incline Bench Press (Smith Machine)",,"",0,"normal",52.16,12,,,
"workout with the gym girls","31 Jul 2025, 22:21","31 Jul 2025, 23:53","@lorenamor is missing the picture 😭😭","Incline Bench Press (Smith Machine)",,"",1,"normal",52.16,6,,,
"workout with the gym girls","31 Jul 2025, 22:21","31 Jul 2025, 23:53","@lorenamor is missing the picture 😭😭","Incline Bench Press (Smith Machine)",,"",2,"normal",47.63,10,,,
"workout with the gym girls","31 Jul 2025, 22:21","31 Jul 2025, 23:53","@lorenamor is missing the picture 😭😭","Overhead Press (Smith Machine)",,"",0,"normal",20.41,12,,,
"workout with the gym girls","31 Jul 2025, 22:21","31 Jul 2025, 23:53","@lorenamor is missing the picture 😭😭","Overhead Press (Smith Machine)",,"",1,"normal",29.48,12,,,
"workout with the gym girls","31 Jul 2025, 22:21","31 Jul 2025, 23:53","@lorenamor is missing the picture 😭😭","Overhead Press (Smith Machine)",,"",2,"normal",43.09,10,,,
"workout with the gym girls","31 Jul 2025, 22:21","31 Jul 2025, 23:53","@lorenamor is missing the picture 😭😭","Seated Dip Machine",,"",0,"normal",52.16,12,,,
"workout with the gym girls","31 Jul 2025, 22:21","31 Jul 2025, 23:53","@lorenamor is missing the picture 😭😭","Seated Dip Machine",,"",1,"normal",52.16,15,,,
"workout with the gym girls","31 Jul 2025, 22:21","31 Jul 2025, 23:53","@lorenamor is missing the picture 😭😭","Seated Dip Machine",,"",2,"normal",58.97,12,,,
"meus tricepi doi","24 Jul 2025, 02:34","24 Jul 2025, 03:23","","Incline Bench Press (Smith Machine)",,"started to feel my elbows on set 2",0,"warmup",20.41,20,,,
"meus tricepi doi","24 Jul 2025, 02:34","24 Jul 2025, 03:23","","Incline Bench Press (Smith Machine)",,"started to feel my elbows on set 2",1,"normal",43.09,10,,,
"meus tricepi doi","24 Jul 2025, 02:34","24 Jul 2025, 03:23","","Incline Bench Press (Smith Machine)",,"started to feel my elbows on set 2",2,"normal",52.16,10,,,
"meus tricepi doi","24 Jul 2025, 02:34","24 Jul 2025, 03:23","","Incline Bench Press (Smith Machine)",,"started to feel my elbows on set 2",3,"normal",56.7,8,,,
"meus tricepi doi","24 Jul 2025, 02:34","24 Jul 2025, 03:23","","Butterfly (Pec Deck)",,"equipment’s SO bad i had to change to pulleys",0,"normal",40.82,8,,,
"meus tricepi doi","24 Jul 2025, 02:34","24 Jul 2025, 03:23","","Cable Fly Crossovers",,"wayyy better",0,"normal",27.22,8,,,
"meus tricepi doi","24 Jul 2025, 02:34","24 Jul 2025, 03:23","","Cable Fly Crossovers",,"wayyy better",1,"normal",27.22,10,,,
"meus tricepi doi","24 Jul 2025, 02:34","24 Jul 2025, 03:23","","Cable Fly Crossovers",,"wayyy better",2,"normal",27.22,8,,,
"meus tricepi doi","24 Jul 2025, 02:34","24 Jul 2025, 03:23","","Triceps Kickback (Dumbbell)",,"interesting, but idk",0,"normal",6.8,15,,,
"meus tricepi doi","24 Jul 2025, 02:34","24 Jul 2025, 03:23","","Triceps Kickback (Dumbbell)",,"interesting, but idk",1,"normal",6.8,15,,,
"meus tricepi doi","24 Jul 2025, 02:34","24 Jul 2025, 03:23","","Triceps Kickback (Dumbbell)",,"interesting, but idk",2,"normal",9.07,10,,,
"meus tricepi doi","24 Jul 2025, 02:34","24 Jul 2025, 03:23","","Triceps Kickback (Dumbbell)",,"interesting, but idk",3,"normal",9.07,10,,,
"meus tricepi doi","24 Jul 2025, 02:34","24 Jul 2025, 03:23","","Triceps Pushdown",,"",0,"normal",36.29,15,,,
"meus tricepi doi","24 Jul 2025, 02:34","24 Jul 2025, 03:23","","Triceps Pushdown",,"",1,"normal",45.36,15,,,
"meus tricepi doi","24 Jul 2025, 02:34","24 Jul 2025, 03:23","","Triceps Pushdown",,"",2,"dropset",45.36,5,,,
"meus tricepi doi","24 Jul 2025, 02:34","24 Jul 2025, 03:23","","Triceps Pushdown",,"",3,"dropset",36.29,5,,,
"meus tricepi doi","24 Jul 2025, 02:34","24 Jul 2025, 03:23","","Triceps Pushdown",,"",4,"dropset",27.22,5,,,
"voltando pra casa nu","14 Jul 2025, 03:29","14 Jul 2025, 04:09","","Lat Pulldown (Cable)",,"",0,"warmup",22.68,25,,,
"voltando pra casa nu","14 Jul 2025, 03:29","14 Jul 2025, 04:09","","Lat Pulldown (Cable)",,"",1,"normal",49.9,10,,,
"voltando pra casa nu","14 Jul 2025, 03:29","14 Jul 2025, 04:09","","Lat Pulldown (Cable)",,"",2,"normal",54.43,8,,,
"voltando pra casa nu","14 Jul 2025, 03:29","14 Jul 2025, 04:09","","Lat Pulldown (Cable)",,"",3,"normal",49.9,7,,,
"voltando pra casa nu","14 Jul 2025, 03:29","14 Jul 2025, 04:09","","Dumbbell Row",,"",0,"normal",24.95,8,,,
"voltando pra casa nu","14 Jul 2025, 03:29","14 Jul 2025, 04:09","","Dumbbell Row",,"",1,"normal",24.95,8,,,
"voltando pra casa nu","14 Jul 2025, 03:29","14 Jul 2025, 04:09","","Bent Over Row (Barbell)",,"",0,"normal",43.09,8,,,
"voltando pra casa nu","14 Jul 2025, 03:29","14 Jul 2025, 04:09","","Bent Over Row (Barbell)",,"",1,"normal",,9,,,
"Late night workout 🌙","8 Jul 2025, 03:50","8 Jul 2025, 04:37","","Squat (Barbell)",,"minhas perna tao doendo",0,"warmup",20.41,15,,,
"Late night workout 🌙","8 Jul 2025, 03:50","8 Jul 2025, 04:37","","Squat (Barbell)",,"minhas perna tao doendo",1,"normal",29.48,15,,,
"Late night workout 🌙","8 Jul 2025, 03:50","8 Jul 2025, 04:37","","Squat (Barbell)",,"minhas perna tao doendo",2,"normal",43.09,10,,,
"Late night workout 🌙","8 Jul 2025, 03:50","8 Jul 2025, 04:37","","Squat (Barbell)",,"minhas perna tao doendo",3,"failure",52.16,10,,,
"Late night workout 🌙","8 Jul 2025, 03:50","8 Jul 2025, 04:37","","Hack Squat (Machine)",,"consigo nem andar direito",0,"normal",40.82,12,,,
"Late night workout 🌙","8 Jul 2025, 03:50","8 Jul 2025, 04:37","","Hack Squat (Machine)",,"consigo nem andar direito",1,"normal",40.82,10,,,
"Late night workout 🌙","8 Jul 2025, 03:50","8 Jul 2025, 04:37","","Hack Squat (Machine)",,"consigo nem andar direito",2,"failure",40.82,15,,,
"Late night workout 🌙","8 Jul 2025, 03:50","8 Jul 2025, 04:37","","Lying Leg Curl (Machine)",,"como q eu vou voltar pra casa meu deus",0,"normal",36.29,5,,,
"Late night workout 🌙","8 Jul 2025, 03:50","8 Jul 2025, 04:37","","Lying Leg Curl (Machine)",,"como q eu vou voltar pra casa meu deus",1,"normal",31.75,8,,,
"Late night workout 🌙","8 Jul 2025, 03:50","8 Jul 2025, 04:37","","Lying Leg Curl (Machine)",,"como q eu vou voltar pra casa meu deus",2,"failure",31.75,10,,,